acc_x_train_Mean,acc_x_train_StdDev,acc_x_train_PCA,acc_y_train_Mean,acc_y_train_StdDev,acc_y_train_PCA,acc_z_train_Mean,acc_z_train_StdDev,acc_z_train_PCA,gyro_x_train_Mean,gyro_x_train_StdDev,gyro_x_train_PCA,gyro_y_train_Mean,gyro_y_train_StdDev,gyro_y_train_PCA,gyro_z_train_Mean,gyro_z_train_StdDev,gyro_z_train_PCA,Activity
1.0193045703124999,0.0017975917953567048,-1.7458209353915014e-05,-0.12426187265625002,0.003282846893753821,-0.00012560014928915088,0.09973179460937498,0.00398519687552205,-8.098659676429557e-05,0.0222503515984375,0.014490804643959958,0.0008096963049583903,0.019402769061484356,0.019906277366670312,0.00011375952605984998,0.009468154365156254,0.005966590839247798,9.289854231179545e-05,Standing
1.01944796875,0.0019395034835738884,3.53239532867901e-05,-0.12293556953124997,0.004949493947655987,0.0001932232524447958,0.09693947789062496,0.004937813222656721,-0.00027185780392557273,0.011925755168749996,0.01639814632613743,9.941509989111054e-05,-0.004313741815078124,0.010396754177793304,-0.00013068251261053775,0.006307571174062498,0.007459885504649167,-0.000223709155650473,Standing
1.0199265078124997,0.0029153957173795233,5.68168750322546e-05,-0.12499678125000004,0.006484937616729558,0.0004618660488718372,0.09289679640625,0.006169104326755615,-0.0008560645038762274,-0.004149542187500002,0.022343883365033717,0.0012357520473478094,-0.01264002699375,0.006947315699459261,-0.00010948188011480428,0.004334764210234373,0.008787809485361026,-0.00013620192657304775,Standing
1.0203490546874998,0.0025842541966477053,3.2448984798560555e-05,-0.13049271093749998,0.0040446228169868275,-0.00022675279390489597,0.08765391765624997,0.004964493080992064,-9.670662080284284e-05,-0.01622837776171875,0.009201061607712049,-0.0002282293974028897,-0.00769651570234375,0.00782344891360551,2.3489048561780267e-05,-0.00035190115179687575,0.008218648301989661,-0.00019810519677046883,Standing
1.0202553437500002,0.0019563064283325935,-1.522293489345746e-05,-0.13020888671875,0.0038911384129075768,-2.049857792935602e-05,0.08499887359375,0.003650998950353594,6.505308501603287e-05,-0.006482578721093752,0.014601136717787799,-0.0006255869483609564,-0.00016643552968750004,0.007845800447486418,0.00019664557439132965,-0.003957091590624997,0.008292407764977567,-0.00010081146916856799,Standing
1.0201774531249999,0.0022765382680671963,2.0611408924716483e-05,-0.12627476875,0.004233970955266388,2.0290831769108993e-05,0.085844796640625,0.003892497163081064,-1.0086642852657864e-05,-0.0011351300539062495,0.014603550733371436,-0.00032600409302655767,0.0017817266820312496,0.008045329191187965,0.00029194019959527745,-0.0032400485492187505,0.010386615433925954,0.00019730448291670788,Standing
1.0206289843749996,0.0024401310052102844,-0.0001160557871015156,-0.12735727265624996,0.006299802146583402,-4.123384004178233e-05,0.08544469765625001,0.005485948713673065,-0.00040669219831200484,-0.0009543785406249992,0.011994236728326483,-0.00023812050110690283,-0.003931306764062499,0.010274339553280255,0.0003030140451542454,0.0040416269709375,0.012286103550983838,0.00020749052564707874,Standing
1.020609890625,0.002426320237201741,-1.7048851466972162e-06,-0.13546710624999994,0.00751279758911943,-9.171950637515004e-06,0.07896619046875002,0.007056110008468492,0.00020792164731226083,0.0035835436992187495,0.011184383131522245,-1.0688957263287835e-05,-0.0016042518234374984,0.011654158717589461,0.00033600927398784686,0.003435744130312503,0.012593199288031506,-0.00038912832498204126,Standing
1.0205739375000005,0.002127479395608841,-7.187566710941027e-05,-0.13854310546875,0.004893528780883987,3.0516878133561848e-05,0.07401286828125002,0.0036478427286477425,-0.00024740153064630995,0.0029330078073437522,0.009638914727278252,0.00019879236109088822,0.003583850052968751,0.007452918462149684,0.00011422363828863547,-0.0037486552054687484,0.008370040442249524,-0.0003634760826390589,Standing
1.0212077578125003,0.00305984340020805,6.315587501839151e-06,-0.13428446328125,0.006843085055559187,8.069316691331678e-05,0.07469366476562499,0.005482376452942455,0.0002597845923713038,0.004393010993031251,0.014815115144013099,-0.00033699767745620985,0.001541271894375,0.011730309341430097,0.00018515108455327683,-0.0032561141890625,0.011467691615978286,0.0001478017591894611,Standing
